1,00	3,15	10,0	31,5	100	315	1000
(1,12)	(3,55)	(11,2)	(35,5)	(112)	(355)	(1120)
1,25	4,00	12,5	40,0	125	400	1250
(1,40)	(4,50)	(14,0)	(45,0)	(140)	(450)	(1400)
1,60	5,00	16,0	50,0	160	500	1600
(1,80)	(5,60)	(18,0)	(56,0)	(180)	(560)	(1800)
2,00	6,30	20,0	63,0	200	630	2000
(2,24)	(7,10)	(22,4)	(71,0)	(224)	(710)	(2240)
2,50	8,00	25,0	80,0	250	800	2500
(2,80)	(9,00)	(28,0)	(90,0)	(280)	(900)	(2800)
						3150
