4 3/8	UN 4	4	6,3500	4.3750	111,1250	4.2126	4.1044	4 3/8 - 4 UN 4
4 3/8	UN 6	6	4,2333	4.3750	111,1250	4.2667	4.1946	4 3/8 - 6 UN 6
4 3/8	UN 8	8	3,1750	4,3750	111,1250	4.2938	4.2397	4 3/8 - 8 UN 8
4 3/8	UN 12	12	2,1167	4.3750	111,1250	4.3209	4.2848	4 3/8 - 12 UN 12
4 3/8	UN 16	16	1,5875	4.3750	111,1250	4.3344	4.3073	4 3/8 - 16 UN 16
4 1/2	UN 4	4	6,3500	4.5000	114,3000	4.3376	4.2294	4 1/2 - 4 UN 4
4 1/2	UN 6	6	4,2333	4.5000	114,3000	4.3917	4.3196	4 1/2 - 6 UN 6
4 1/2	UN 8	8	3,1750	4.5000	114,3000	4.4188	4.3647	4 1/2 - 8 UN 8
4 1/2	UN 12	12	2,1167	4.5000	114,3000	4.4459	4.4098	4 1/2 - 12 UN 12
4 1/2	UN 16	16	1,5875	4.5000	114,3000	4.4594	4.4323	4 1/2 - 16 UN 16
4 5/8	UN 4	4	6,3500	4.6250	117,4750	4.4626	4.3544	4 5/8 - 4 UN 4
4 5/8	UN 6	6	4,2333	4.6250	117,4750	4.5167	4.4446	4 5/8 - 6 UN 6
4 5/8	UN 8	8	3,1750	4.6250	117,4750	4.5438	4.4897	4 5/8 - 8 UN 8
4 5/8	UN 12	12	2,1167	4.6250	117,4750	4.5709	4.5348	4 5/8 - 12 UN 12
4 5/8	UN 16	16	1,5875	4.6250	117,4750	4.5844	4.5573	4 5/8 - 16 UN 16
4 3/4	UN 4	4	6,3500	4.7500	120,6500	4.5876	4.4794	4 3/4 - 4 UN 4
4 3/4	UN 6	6	4,2333	4.7500	120,6500	4.6417	4.5696	4 3/4 - 6 UN 6
4 3/4	UN 8	8	3,1750	4.7500	120,6500	4.6688	4.6147	4 3/4 - 8 UN 8
4 3/4	UN 12	12	2,1167	4.7500	120,6500	4.6959	4.6598	4 3/4 - 12 UN 12
4 3/4	UN 16	16	1,5875	4.7500	120,6500	4.7094	4.6823	4 3/4 - 16 UN 16
4 7/8	UN 4	4	6,3500	4.8750	123,8250	4.7126	4.6044	4 7/8 - 4 UN 4
4 7/8	UN 6	6	4,2333	4.8750	123,8250	4.7667	4.6946	4 7/8 - 6 UN 6
4 7/8	UN 8	8	3,1750	4.8750	123,8250	4.7938	4.7397	4 7/8 - 8 UN 8
4 7/8	UN 12	12	2,1167	4.8750	123,8250	4.8209	4.7848	4 7/8 - 12 UN 12
4 7/8	UN 16	16	1,5875	4.8750	123,8250	4.8344	4.8073	4 7/8 - 16 UN 16
5	UN 4	4	6,3500	5.0000	127,0000	4.8376	4.7294	5 - 4 UN 4
5	UN 6	6	4,2333	5.0000	127,0000	4.8917	4.8196	5 - 6 UN 6
5	UN 8	8	3,1750	5.0000	127,0000	4.9188	4.8647	5 - 8 UN 8
5	UN 12	12	2,1167	5.0000	127,0000	4.9459	4.9098	5 - 12 UN 12
5	UN 16	16	1,5875	5.0000	127,0000	4.9594	4.9323	5 - 16 UN 16
5 1/8	UN 4	4	6,3500	5.1250	130,1750	4.9626	4.8544	5 1/8 - 4 UN 4
5 1/8	UN 6	6	4,2333	5.1250	130,1750	5.0167	4.9446	5 1/8 - 6 UN 6
5 1/8	UN 8	8	3,1750	5.1250	130,1750	5.0438	4.9897	5 1/8 - 8 UN 8
5 1/8	UN 12	12	2,1167	5.1250	130,1750	5.0709	5.0348	5 1/8 - 12 UN 12
5 1/8	UN 16	16	1,5875	5.1250	130,1750	5.0844	5.0573	5 1/8 - 16 UN 16
5 1/4	UN 4	4	6,3500	5.2500	133,3500	5.0876	4.9794	5 1/4 - 4 UN 4
5 1/4	UN 6	6	4,2333	5.2500	133,3500	5.1417	5.0696	5 1/4 - 6 UN 6
5 1/4	UN 8	8	3,1750	5.2500	133,3500	5.1688	5.1147	5 1/4 - 8 UN 8
5 1/4	UN 12	12	2,1167	5.2500	133,3500	5.1959	5.1598	5 1/4 - 12 UN 12
5 1/4	UN 16	16	1,5875	5.2500	133,3500	5.2094	5.1823	5 1/4 - 16 UN 16
5 3/8	UN 4	4	6,3500	5.3750	136,5250	5.2126	5.1044	5 3/8 - 4 UN 4
5 3/8	UN 6	6	4,2333	5.3750	136,5250	5.2667	5.1946	5 3/8 - 6 UN 6
5 3/8	UN 8	8	3,1750	5.3750	136,5250	5.2938	5.2397	5 3/8 - 8 UN 8
5 3/8	UN 12	12	2,1167	5.3750	136,5250	5.3209	5.2848	5 3/8 - 12 UN 12
5 3/8	UN 16	16	1,5875	5.3750	136,5250	5.3344	5.3073	5 3/8 - 16 UN 16
5 1/2	UN 4	4	6,3500	5.5000	139,7000	5.3376	5.2294	5 1/2 - 4 UN 4
5 1/2	UN 6	6	4,2333	5.5000	139,7000	5.3917	5.3196	5 1/2 - 6 UN 6
5 1/2	UN 8	8	3,1750	5.5000	139,7000	5.4188	5.3647	5 1/2 - 8 UN 8
5 1/2	UN 12	12	2,1167	5.5000	139,7000	5.4459	5.4098	5 1/2 - 12 UN 12
5 1/2	UN 16	16	1,5875	5.5000	139,7000	5.4594	5.4323	5 1/2 - 16 UN 16
5 5/8	UN 4	4	6,3500	5.6250	142,8750	5.4626	5.3544	5 5/8 - 4 UN 4
5 5/8	UN 6	6	4,2333	5.6250	142,8750	5.5167	5.4446	5 5/8 - 6 UN 6
5 5/8	UN 8	8	3,1750	5.6250	142,8750	5.5438	5.4897	5 5/8 - 8 UN 8
5 5/8	UN 12	12	2,1167	5.6250	142,8750	5.5709	5.5348	5 5/8 - 12 UN 12
5 5/8	UN 16	16	1,5875	5.6250	142,8750	5.5844	5.5573	5 5/8 - 16 UN 16
5 3/4	UN 4	4	6,3500	5.7500	146,0500	5.5876	5.4794	5 3/4 - 4 UN 4
5 3/4	UN 6	6	4,2333	5.7500	146,0500	5.6417	5.5696	5 3/4 - 6 UN 6
5 3/4	UN 8	8	3,1750	5.7500	146,0500	5.6688	5.6147	5 3/4 - 8 UN 8
5 3/4	UN 12	12	2,1167	5.7500	146,0500	5.6959	5.6598	5 3/4 - 12 UN 12
5 3/4	UN 16	16	1,5875	5.7500	146,0500	5.7094	5.6823	5 3/4 - 16 UN 16
5 7/8	UN 4	4	6,3500	5.8750	149,2250	5.7126	5.6044	5 7/8 - 4 UN 4
5 7/8	UN 6	6	4,2333	5.8750	149,2250	5.7667	5.6946	5 7/8 - 6 UN 6
5 7/8	UN 8	8	3,1750	5.8750	149,2250	5.7938	5.7397	5 7/8 - 8 UN 8
5 7/8	UN 12	12	2,1167	5.8750	149,2250	5.8209	5.7848	5 7/8 - 12 UN 12
5 7/8	UN 16	16	1,5875	5.8750	149,2250	5.8344	5.8073	5 7/8 - 16 UN 16
6	UN 4	4	6,3500	6.0000	152,4000	5.8376	5.7294	6 - 4 UN 4
6	UN 6	6	4,2333	6.0000	152,4000	5.8917	5.8196	6 - 6 UN 6
6	UN 8	8	3,1750	6.0000	152,4000	5.9188	5.8647	6 - 8 UN 8
6	UN 12	12	2,1167	6.0000	152,4000	5.9459	5.9098	6 - 12 UN 12
6	UN 16	16	1,5875	6.0000	152,4000	5.9594	5.9323	6 - 16 UN 16
