8	1,5	8,000	8,300	7,250	6,200	6,500	Tr 8 x 1,5	1,5	-	-	-	-	-
38	7	38,000	39,000	34,500	30,000	31,000	Tr 38 x 7	7	-	-	-	-	-
38	10	38,000	39,000	33,000	27,000	28,000	Tr 38 x 10	10	-	-	-	-	-
40	3	40,000	40,500	38,500	36,500	37,000	Tr 40 x 3	3	6	9	12	18	24
40	(6)	40,000	41,000	37,000	33,000	34,000	Tr 40 x 6	6	12	18	24	36	48
40	7	40,000	41,000	36,500	32,000	33,000	Tr 40 x 7	7	14	21	28	42	56
40	10	40,000	41,000	35,000	29,000	30,000	Tr 40 x 10	10	20	30	40	60	-
42	3	42,000	42,500	40,500	38,500	39,000	Tr 42 x 3	3	-	-	-	-	-
42	(6)	42,000	43,000	39,000	35,000	36,000	Tr 42 x 6	6	-	-	-	-	-
42	7	42,000	43,000	38,500	34,000	35,000	Tr 42 x 7	7	-	-	-	-	-
42	10	42,000	43,000	37,000	31,000	32,000	Tr 42 x 10	10	-	-	-	-	-
44	3	44,000	44,500	42,500	40,500	41,000	Tr 44 x 3	3	6	9	12	18	24
44	7	44,000	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 44 x 7	7	14	21	28	42	56
44	(8)	44,000	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 44 x 8	8	16	24	32	48	64
44	12	44,000	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 44 x 12	12	24	32	48	-	-
48	3	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 48 x 3	3	6	9	12	18	24
48	8	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 48 x 8	8	16	24	32	48	64
48	12	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 48 x 12	12	24	32	48	72	-
50	3	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 50 x 3	3	6	9	12	18	24
50	8	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 50 x 8	8	16	24	32	48	64
50	12	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 50 x 12	12	24	36	48	72	-
52	3	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 52 x 3	3	6	9	12	18	24
52	8	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 52 x 8	8	16	24	32	48	64
52	12	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 52 x 12	12	24	36	48	72	-
55	3	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 55 x 3	3	6	9	12	18	24
55	(8)	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 55 x 8	8	16	24	32	48	64
55	9	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 55 x 9	9	18	27	36	54	72
55	(12)	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 55 x 12	12	24	36	48	72	-
55	14	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 55 x 14	14	28	42	56	84	-
60	3	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 60 x 3	3	6	9	12	18	24
60	(8)	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 60 x 8	8	16	24	32	48	64
60	9	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 60 x 9	9	18	27	36	54	72
60	(12)	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 60 x 12	12	24	36	48	72	96
60	14	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 60 x 14	14	28	42	56	84	-
70	4	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 70 x 4	4	8	12	16	24	32
70	10	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 70 x 10	10	20	30	40	60	80
70	16	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 70 x 16	16	32	48	64	96	-
80	4	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 80 x 4	4	8	12	16	24	32
80	10	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 80 x 10	10	20	30	40	60	80
80	16	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 80 x 16	16	32	48	64	96	128
90	4	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 90 x 4	4	8	12	16	24	32
90	(5)	&nbsp	&nbsp;	&nbsp;	&nbsp;	&nbsp;	Tr 90 x 5	5	10	15	20	30	40
